3,18,0,0,6.75,0,0
3,30,0,0,6.95,1,0
3,47,1,0,7,1,0
3,13,0,0,7.2292,1,0
3,18,0,0,7.2292,1,0
3,38,0,0,7.2292,1,0
3,29881,0,0,7.2292,1,0
3,22,0,0,7.25,1,0
3,18.5,0,0,7.2833,0,0
3,18,0,0,7.4958,1,0
3,23,0,0,7.55,1,0
3,29881,0,0,7.55,0,0
3,30,0,0,7.6292,0,0
3,29881,0,0,7.6292,0,0
3,16,0,0,7.65,1,0
3,21,0,0,7.65,1,0
3,29881,0,0,7.7208,1,0
3,16,0,0,7.7333,1,0
3,17,0,0,7.7333,0,0
3,29881,0,0,7.7333,1,0
3,29881,0,0,7.7333,1,0
3,29881,0,0,7.7375,1,0
3,16,0,0,7.75,1,0
3,21,0,0,7.75,0,0
3,22,0,0,7.75,1,0
3,22,0,0,7.75,1,0
3,24,0,0,7.75,0,0
3,24,0,0,7.75,1,0
3,30.5,0,0,7.75,0,0
3,35,0,0,7.75,0,0
3,37,0,0,7.75,0,0
3,45,0,0,7.75,0,0
3,29881,0,0,7.75,0,0
3,29881,0,0,7.75,0,0
3,29881,0,0,7.75,0,0
3,29881,0,0,7.75,0,0
3,29881,0,0,7.75,0,0
3,29881,0,0,7.75,1,0
3,29881,0,0,7.75,1,0
3,29881,0,0,7.75,1,0
3,29881,0,0,7.75,1,0
3,29881,0,0,7.75,1,0
3,29881,0,0,7.75,1,0
3,29881,0,0,7.75,1,0
3,29881,0,0,7.75,1,0
3,29881,0,2,7.75,0,0
3,29881,0,0,7.7792,1,0
3,29881,0,0,7.7875,1,0
3,29881,0,0,7.8292,1,0
3,14,0,0,7.8542,0,0
3,20,0,0,7.8542,0,0
3,23,0,0,7.8542,1,0
3,26,0,0,7.8542,1,0
3,31,0,0,7.8542,0,0
3,19,1,0,7.8542,1,0
3,18,0,0,7.8792,0,0
3,19,0,0,7.8792,1,0
3,27,0,0,7.8792,0,0
3,29881,0,0,7.8792,0,0
3,29881,0,0,7.8792,1,0
3,29881,0,0,7.8792,1,0
3,29881,0,0,7.8792,1,0
3,28,0,0,7.8958,0,0
3,15,0,0,8.0292,1,0
3,18,0,0,8.05,1,0
3,23,0,0,8.05,1,0
3,29881,0,0,8.05,0,0
3,29881,0,0,8.05,0,0
3,29881,0,0,8.05,1,0
3,29881,0,0,8.05,1,0
3,29881,0,0,8.1125,0,0
3,29881,0,0,8.1375,0,0
3,16,1,1,8.5167,1,0
3,20,0,0,8.6625,0,0
3,21,0,0,8.6625,0,0
3,23,0,0,8.6625,0,0
3,30,0,0,8.6625,0,0
3,22,2,0,8.6625,0,0
3,31,0,0,8.6833,1,0
3,24,0,0,8.85,0,0
3,22,0,0,8.9625,1,0
3,18,0,1,9.35,1,0
3,37,0,0,9.5875,0,0
3,63,0,0,9.5875,1,0
3,22,0,0,9.8375,0,0
3,18,0,0,9.8417,1,0
3,2,0,1,10.4625,0,0
3,29,1,1,10.4625,0,0
2,17,0,0,10.5,1,0
2,21,0,0,10.5,1,0
2,22,0,0,10.5,1,0
2,27,0,0,10.5,1,0
2,29,0,0,10.5,1,0
2,34,0,0,10.5,1,0
2,50,0,0,10.5,1,0
2,50,0,0,10.5,1,0
2,57,0,0,10.5,0,0
3,22,0,0,10.5167,0,0
3,1,1,1,11.1333,1,0
3,27,0,2,11.1333,1,0
3,14,1,0,11.2417,1,0
2,17,0,0,12,1,0
3,1,1,1,12.1833,0,0
3,36,0,2,12.1833,0,0
3,2,0,1,12.2875,1,0
3,22,1,1,12.2875,1,0
2,30,0,0,12.35,1,0
2,29881,0,0,12.35,1,0
2,28,0,0,12.65,1,0
2,19,0,0,13,1,0
2,24,0,0,13,0,0
2,24,0,0,13,1,0
2,28,0,0,13,1,0
2,28,0,0,13,1,0
2,30,0,0,13,0,0
2,30,0,0,13,1,0
2,32,0,0,13,1,0
2,32.5,0,0,13,1,0
2,34,0,0,13,1,0
2,36,0,0,13,1,0
2,36,0,0,13,1,0
2,38,0,0,13,0,0
2,40,0,0,13,1,0
2,42,0,0,13,1,0
2,18,1,1,13,0,0
2,18,0,2,13,1,0
3,4,0,1,13.4167,1,0
2,26,0,0,13.5,1,0
2,45,0,0,13.5,1,0
2,23,0,0,13.7917,1,0
2,27,1,0,13.8583,1,0
2,30,1,0,13.8583,1,0
3,22,1,0,13.9,1,0
3,45,1,0,14.1083,1,0
3,28,1,1,14.4,0,0
3,14.5,1,0,14.4542,0,0
3,15,1,0,14.4542,1,0
3,29881,1,0,14.4542,0,0
3,29881,1,0,14.4542,0,0
3,18,0,1,14.4542,0,0
3,45,0,1,14.4542,0,0
3,17,0,0,14.4583,0,0
3,29881,1,0,14.4583,0,0
3,29881,0,0,14.5,0,0
3,47,1,0,14.5,0,0
2,24,0,2,14.5,1,0
3,9,1,1,15.2458,0,0
3,9,1,1,15.2458,1,0
3,29,0,2,15.2458,1,0
3,29881,0,2,15.2458,0,0
3,29881,0,2,15.2458,1,0
3,29881,0,0,15.5,1,0
3,29881,1,0,15.5,0,0
